,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.16144952774047852,0.0015403679215325419,0.019850277900695802,0.00022971927530038866,1,1,2,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.5816326530612245,0.5612244897959183,0.5816326530612245,0.6020408163265306,0.5510204081632653,0.5816326530612245,0.5408163265306123,0.6224489795918368,0.5510204081632653,0.5714285714285714,0.5744897959183674,0.023734088468597987,9
1,0.16474952697753906,0.0025823019671353978,0.020150470733642577,0.00022909945831235494,1,1,15,1337,"{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.5816326530612245,0.5612244897959183,0.5816326530612245,0.6020408163265306,0.5510204081632653,0.5816326530612245,0.5408163265306123,0.6224489795918368,0.5510204081632653,0.5714285714285714,0.5744897959183674,0.023734088468597987,9
2,0.16449854373931885,0.0038390415281209134,0.02004983425140381,0.00014996587187648136,1,10,2,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.5816326530612245,0.5612244897959183,0.5816326530612245,0.6020408163265306,0.5510204081632653,0.5816326530612245,0.5408163265306123,0.6224489795918368,0.5510204081632653,0.5714285714285714,0.5744897959183674,0.023734088468597987,9
3,0.16344971656799318,0.0037112212049360597,0.020250487327575683,0.0006799382043441482,1,10,15,1337,"{'max_depth': 1, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.5816326530612245,0.5612244897959183,0.5816326530612245,0.6020408163265306,0.5510204081632653,0.5816326530612245,0.5408163265306123,0.6224489795918368,0.5510204081632653,0.5714285714285714,0.5744897959183674,0.023734088468597987,9
4,0.6200499773025513,0.04316196073721225,0.021850442886352538,0.00032044049879107535,15,1,2,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.5612244897959183,0.6122448979591837,0.5918367346938775,0.6530612244897959,0.5816326530612245,0.5612244897959183,0.5510204081632653,0.5918367346938775,0.5408163265306123,0.5510204081632653,0.5795918367346938,0.03252526010308005,8
5,0.41725008487701415,0.036692100907303134,0.02220003604888916,0.0008717243511419905,15,1,15,1337,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.5918367346938775,0.6122448979591837,0.5918367346938775,0.6836734693877551,0.5918367346938775,0.6224489795918368,0.5816326530612245,0.6122448979591837,0.5612244897959183,0.5918367346938775,0.6040816326530614,0.031218486817915014,2
6,0.22554984092712402,0.012674103109977021,0.02064986228942871,0.00044967642478065014,15,10,2,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.6020408163265306,0.6122448979591837,0.6122448979591837,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5612244897959183,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5938775510204082,0.01870439059165651,3
7,0.2209019899368286,0.009482094481001945,0.02069878578186035,0.00033251390554361247,15,10,15,1337,"{'max_depth': 15, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.6020408163265306,0.6122448979591837,0.6122448979591837,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5612244897959183,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5938775510204082,0.01870439059165651,3
8,0.7054990768432617,0.06818623179647926,0.021999430656433106,0.0005479237629068783,,1,2,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 1337}",0.5714285714285714,0.6224489795918368,0.5918367346938775,0.6428571428571429,0.5816326530612245,0.5714285714285714,0.5510204081632653,0.5918367346938775,0.5612244897959183,0.5510204081632653,0.5836734693877551,0.028425282198334966,7
9,0.4740990877151489,0.03960326901980225,0.021650218963623048,0.00038958499295650397,,1,15,1337,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'random_state': 1337}",0.6020408163265306,0.6224489795918368,0.6122448979591837,0.6836734693877551,0.5816326530612245,0.6326530612244898,0.5714285714285714,0.5918367346938775,0.6020408163265306,0.5816326530612245,0.6081632653061224,0.031017722762389115,1
10,0.2268003225326538,0.011245747563743693,0.02039940357208252,0.0003736432205727574,,10,2,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 1337}",0.6020408163265306,0.6122448979591837,0.6122448979591837,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5612244897959183,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5938775510204082,0.01870439059165651,3
11,0.22604894638061523,0.010766200935976043,0.02055065631866455,0.0005214087324902602,,10,15,1337,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 15, 'random_state': 1337}",0.6020408163265306,0.6122448979591837,0.6122448979591837,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5612244897959183,0.6122448979591837,0.5714285714285714,0.5918367346938775,0.5938775510204082,0.01870439059165651,3
